Rating,Problem Name,Tags,ContestID,Index
1600,Jellyfish and Mex,dp,1875,D
1400,Jellyfish and Green Apple,bitmasks;greedy;math;number theory,1875,C
900,Jellyfish and Undertale,brute force;greedy,1875,A
3500,Jellyfish and Inscryption,dp,1874,G
3500,Jellyfish and OEIS,dp,1874,F
3000,Jellyfish and Hack,dp;math,1874,E
2800,Jellyfish and Miku,divide and conquer;dp;math;probabilities,1874,D
2300,Jellyfish and EVA,dp;graphs;greedy;math;probabilities,1874,C
2400,Jellyfish and Math,bitmasks;brute force;dfs and similar;dp;graphs;shortest paths,1874,B
1200,Jellyfish and Game,brute force;games;greedy;implementation,1874,A
1700,Mad City,dfs and similar;dsu;games;graphs;shortest paths;trees,1873,H
1500,ABBC or BACB,constructive algorithms;greedy,1873,G
1300,Money Trees,binary search;greedy;math;two pointers,1873,F
1100,Building an Aquarium,binary search;sortings,1873,E
800,1D Eraser,greedy;implementation;two pointers,1873,D
800,Target Practice,implementation;math,1873,C
800,Good Kid,brute force;greedy;math,1873,B
800,Short Sort,brute force;implementation,1873,A
2000,Replace With Product,brute force;greedy;math,1872,G
1800,Selling a Menagerie,dfs and similar;dsu;graphs;implementation;math,1872,F
1500,Data Structures Fan,binary search;bitmasks;data structures;dp,1872,E
1200,Plus Minus Permutation,math,1872,D
1100,Non-coprime Split,math;number theory,1872,C
900,The Corridor or There and Back Again,greedy;implementation,1872,B
800,Two Vessels,brute force;greedy;math,1872,A
3500,Standard Graph Problem,data structures;graphs;greedy;trees,1870,H
3300,MEXanization,data structures,1870,G
2900,Lazy Numbers,binary search;math,1870,F
2300,Another MEX Problem,bitmasks;brute force;dp;shortest paths,1870,E
1800,Prefix Purchase,greedy;implementation;sortings,1870,D
1300,Colorful Table,binary search;data structures;dp;implementation;math;two pointers,1870,C
1200,Friendly Arrays,bitmasks;greedy;math,1870,B
800,MEXanized Array,constructive algorithms;greedy;math,1870,A
1100,2D Traveling,geometry;math;shortest paths;sortings,1869,B
900,Make It Zero,constructive algorithms,1869,A
3500,LIS?,data structures;greedy;implementation,1868,F
3500,Min-Sum-Max,constructive algorithms;dp;greedy,1868,E
3000,Flower-like Pseudotree,constructive algorithms;graphs;greedy;implementation;trees,1868,D
2400,Travel Plan,combinatorics;dp;implementation;math;trees,1868,C
2100,Candy Party (Hard Version),bitmasks;constructive algorithms;dp;greedy;implementation;math,1868,B2
1700,Candy Party (Easy Version),bitmasks;constructive algorithms;graphs;greedy;implementation;math,1868,B1
1300,Fill in the Matrix,constructive algorithms;implementation,1868,A
2700,Most Different Tree,brute force;constructive algorithms;dfs and similar;greedy;hashing,1867,F
2200,Salyg1n and Array (hard version),constructive algorithms;interactive,1867,E2
2000,Salyg1n and Array (simple version),constructive algorithms;interactive;math,1867,E1
1800,Cyclic Operations,brute force;constructive algorithms;dfs and similar;graphs;greedy;implementation,1867,D
1300,Salyg1n and the MEX Game,constructive algorithms;data structures;games;greedy;interactive,1867,C
1100,XOR Palindromes,bitmasks;constructive algorithms;strings,1867,B
800,green_gold_dog, array and permutation,constructive algorithms;sortings,1867,A
2400,Mighty Rock Tower,brute force;combinatorics;dp;math;probabilities,1866,M
2400,Lihmuf Balling,binary search;brute force;math,1866,L
2500,Keen Tree Calculation,binary search;data structures;dp;geometry;graphs;implementation;trees,1866,K
2800,Jackets and Packets,dp,1866,J
2300,Imagination Castle,dp;games;two pointers,1866,I
2100,Happy Sets,combinatorics,1866,H
2100,Grouped Carriages,binary search;data structures;dp;flows;greedy,1866,G
3100,Freak Joker Process,binary search;data structures;sortings,1866,F
2700,Elevators of Tamem,dp,1866,E
2300,Digital Wallet,dp;greedy,1866,D
1900,Completely Searching for Inversions,dfs and similar;dp;graphs,1866,C
1400,Battling with Numbers,combinatorics;math;number theory,1866,B
800,Ambitious Kid,math,1866,A
3500,Future Dominators,graphs;greedy,1864,I
3200,Asterism Stream,dp;math;matrices,1864,H
3100,Magic Square,combinatorics;constructive algorithms;implementation,1864,G
2300,Exotic Queries,data structures;implementation;sortings,1864,F
2100,Guess Game,bitmasks;data structures;games;math;probabilities;sortings;strings;trees,1864,E
1700,Matrix Cascade,brute force;constructive algorithms;data structures;dp;greedy;math,1864,D
1300,Divisor Chain,bitmasks;constructive algorithms;math;number theory,1864,C
1100,Swap and Reverse,constructive algorithms;greedy;sortings;strings,1864,B
800,Increasing and Decreasing,constructive algorithms;greedy;implementation;math,1864,A
3500,Redundant Routes,constructive algorithms;dp;trees,1863,I
3500,Goldberg Machine 3,dp;trees,1863,H
2800,Swaps,combinatorics;dp;graphs;math,1863,G
2600,Divide, XOR, and Conquer,bitmasks;dp;math,1863,F
2100,Speedrun,brute force;dfs and similar;dp;graphs;greedy;math;sortings;two pointers,1863,E
1400,Two-Colored Dominoes,constructive algorithms;greedy,1863,D
1100,MEX Repetition,implementation;math,1863,C
1100,Split Sort,greedy;math;sortings,1863,B
800,Channel,greedy;implementation,1863,A
2000,The Great Equalizer,binary search;data structures;math;sortings,1862,G
1800,Magic Will Save the World,binary search;bitmasks;brute force;dp,1862,F
1600,Kolya and Movie Theatre,constructive algorithms;data structures;greedy,1862,E
1300,Ice Cream Balls,binary search;combinatorics;constructive algorithms;math,1862,D
1100,Flower City Fence,binary search;data structures;implementation;sortings,1862,C
800,Sequence Game,constructive algorithms,1862,B
800,Gift Carpet,dp;greedy;implementation;strings,1862,A
3200,Four Suits,binary search;bitmasks;flows;greedy,1861,F
2300,Non-Intersecting Subpermutations,combinatorics;dp;implementation;math,1861,E
1800,Sorting By Multiplication,dp;greedy,1861,D
1600,Queries for the Array,data structures;dfs and similar;implementation;strings;trees,1861,C
1000,Two Binary Strings,constructive algorithms;dp;greedy,1861,B
800,Prime Deletion,constructive algorithms;math,1861,A
2900,Evaluate RBS,data structures;geometry;implementation;math;sortings,1860,F
2400,Fast Travel Text Editor,data structures;dfs and similar;graphs;shortest paths,1860,E
2200,Balanced String,dp,1860,D
1400,Game on Permutation,data structures;dp;games;greedy,1860,C
1200,Fancy Coins,binary search;brute force;greedy;math,1860,B
900,Not a Substring,constructive algorithms;strings,1860,A
3200,Teleportation in Byteland,data structures;dfs and similar;divide and conquer;graphs;shortest paths;trees,1859,F
2500,Maximum Monogonosity,brute force;dp;math,1859,E
1800,Andrey and Escape from Capygrad,binary search;data structures;dp;dsu;greedy;sortings,1859,D
1200,Another Permutation Problem,brute force;dp;greedy;math,1859,C
1000,Olya and Game with Arrays,constructive algorithms;greedy;math;sortings,1859,B
800,United We Stand,constructive algorithms;math;number theory,1859,A
2600,Rollbacks (Hard Version),data structures;interactive;trees,1858,E2
2500,Rollbacks (Easy Version),brute force;data structures;dfs and similar;trees,1858,E1
2200,Trees and Segments,brute force;data structures;dp;greedy;two pointers,1858,D
1000,Yet Another Permutation Problem,constructive algorithms;greedy;math;number theory,1858,C
1500,The Walkway,brute force;dp;greedy;math;number theory,1858,B
800,Buttons,games;greedy;math,1858,A
2000,Counting Graphs,combinatorics;divide and conquer;dsu;graphs;greedy;sortings;trees,1857,G
1600,Sum and Product,binary search;data structures;math,1857,F
1500,Power of Points,math;sortings,1857,E
1300,Strong Vertices,math;sortings;trees,1857,D
1200,Assembly via Minimums,greedy;sortings,1857,C
1100,Maximum Rounding,greedy;implementation;math,1857,B
800,Array Coloring,greedy;math,1857,A
2700,PermuTree (hard version),bitmasks;dfs and similar;dp;fft;greedy;implementation;math;trees,1856,E2
1800,PermuTree (easy version),dfs and similar;dp;trees,1856,E1
2100,More Wrong,divide and conquer;interactive,1856,D
1600,To Become Max,binary search;brute force;data structures;dp,1856,C
900,Good Arrays,implementation;math,1856,B
800,Tales of a Sort,implementation,1856,A
900,Longest Divisors Interval,brute force;combinatorics;greedy;math;number theory,1855,B
800,Dalton the Teacher,greedy;math,1855,A
3500,Mark and Spaceship,brute force;dp,1854,F
3000,Game Bundles,brute force;constructive algorithms;dp;greedy;math,1854,E
3000,Michael and Hotel,binary search;interactive;trees,1854,D
2500,Expected Destruction,combinatorics;dp;math;probabilities,1854,C
2200,Earn or Unlock,bitmasks;brute force;dp,1854,B
1900,Dual (Hard Version),constructive algorithms;math,1854,A2
1400,Dual (Easy Version),constructive algorithms;math,1854,A1
1200,Fibonaccharsis,binary search;brute force;math,1853,B
800,Desorting,brute force;greedy;math,1853,A
3500,Panda Meetups,data structures;dp;flows,1852,F
3400,Rivalries,constructive algorithms;data structures;greedy,1852,E
2800,Miriany and Matchstick,constructive algorithms;dp;greedy,1852,D
2400,Ina of the Mountain,data structures;dp;greedy;math,1852,C
1800,Imbalanced Arrays,constructive algorithms;graphs;greedy;math;sortings;two pointers,1852,B
1800,Ntarsis' Set,binary search;math;number theory,1852,A
2000,Vlad and the Mountains,binary search;data structures;dsu;graphs;implementation;sortings;trees;two pointers,1851,G
1800,Lisa and the Martians,bitmasks;greedy;math;strings;trees,1851,F
1500,Nastya and Potions,dfs and similar;dp;graphs;sortings,1851,E
1300,Prefix Permutation Sums,implementation;math,1851,D
1000,Tiles Comeback,greedy,1851,C
800,Parity Sort,greedy;sortings;two pointers,1851,B
800,Escalator Conversations,brute force;constructive algorithms;math,1851,A
1700,The Third Letter,dfs and similar;dsu;graphs;greedy;implementation,1850,H
1500,The Morning Star,combinatorics;data structures;geometry;implementation;math;sortings,1850,G
1300,We Were Both Children,brute force;implementation;math;number theory,1850,F
1100,Cardboard for Pictures,binary search;geometry;implementation;math,1850,E
900,Balanced Round,brute force;greedy;implementation;sortings,1850,D
800,Word on the Paper,implementation;strings,1850,C
800,Ten Words of Wisdom,implementation;sortings,1850,B
800,To My Critics,implementation;sortings,1850,A
2700,XOR Partition,binary search;bitmasks;data structures;divide and conquer;greedy;trees,1849,F
2300,Max to the Right of Min,binary search;data structures;divide and conquer;dp;dsu;two pointers,1849,E
1700,Array Painting,constructive algorithms;greedy;two pointers,1849,D
1600,Binary String Copying,binary search;brute force;data structures;hashing;strings,1849,C
1000,Monsters,greedy;math;sortings,1849,B
800,Morning Sandwich,implementation;math,1849,A
2400,Vika and Wiki,binary search;bitmasks;combinatorics;divide and conquer;dp;math,1848,F
2600,Vika and Stone Skipping,brute force;implementation;math;number theory,1848,E
2200,Vika and Bonuses,binary search;brute force;math;ternary search,1848,D
1800,Vika and Price Tags,math;number theory,1848,C
1200,Vika and the Bridge,binary search;data structures;greedy;implementation;math;sortings,1848,B
900,Vika and Her Friends,games;math,1848,A
2500,The Boss's Identity,binary search;bitmasks;data structures;dfs and similar;greedy;math;sortings,1847,F
2900,Triangle Platinum?,brute force;combinatorics;implementation;interactive;math;probabilities,1847,E
1900,Professor Higashikata,data structures;dsu;greedy;implementation;strings,1847,D
1400,Vampiric Powers, anyone?,bitmasks;brute force;dp;greedy,1847,C
1000,Hamon Odyssey,bitmasks;greedy;two pointers,1847,B
800,The Man who became a God ,greedy;sortings,1847,A
1900,Rudolf and CodeVid-23,bitmasks;dp;graphs;greedy;shortest paths,1846,G
1800,Rudolph and Mimic,constructive algorithms;implementation;interactive,1846,F
1800,Rudolf and Snowflakes (hard version),binary search;brute force;implementation;math,1846,E2
1300,Rudolf and Snowflakes (simple version),brute force;implementation;math,1846,E1
1200,Rudolph and Christmas Tree,constructive algorithms;geometry;math,1846,D
1200,Rudolf and the Another Competition,constructive algorithms;data structures;dp;greedy;sortings,1846,C
800,Rudolph and Tic-Tac-Toe,brute force;implementation;strings,1846,B
800,Rudolph and Cut the Rope ,implementation;math,1846,A
2800,Swimmers in the Pool,dp;fft;math;number theory,1845,F
2500,Boxes and Balls,dp;implementation;math,1845,E
1800,Rating System,binary search;brute force;data structures;dp;dsu;greedy;math;two pointers,1845,D
1400,Strong Password,binary search;dp;greedy;strings,1845,C
900,Come Together,geometry;implementation;math,1845,B
800,Forbidden Integer,constructive algorithms;implementation;math;number theory,1845,A
3400,Multiple of Three Cycles,combinatorics;data structures;dp;dsu;math,1844,H
3000,Tree Weights,bitmasks;constructive algorithms;data structures;dfs and similar;implementation;math;matrices;number theory;trees,1844,G
2800,Min Cost Permutation (Hard Version),binary search;constructive algorithms;data structures;greedy;math;sortings,1844,F2
2600,Min Cost Permutation (Easy Version),brute force;constructive algorithms;greedy;math,1844,F1
2400,Great Grids,2-sat;constructive algorithms;dfs and similar;dsu;graphs,1844,E
1400,Row Major,constructive algorithms;greedy;math;number theory;strings,1844,D
1300,Particles,dp;greedy;implementation;math,1844,C
1000,Permutations & Primes,constructive algorithms;math,1844,B
800,Subtraction Game,constructive algorithms;games,1844,A
2300,Omsk Metro (hard version),data structures;dfs and similar;divide and conquer;dp;math;trees,1843,F2
1800,Omsk Metro (simple version),data structures;dfs and similar;dp;graphs;greedy;math;trees,1843,F1
1600,Tracking Segments,binary search;brute force;data structures;two pointers,1843,E
1200,Apple Tree,combinatorics;dfs and similar;dp;math;trees,1843,D
800,Sum in Binary Tree,bitmasks;combinatorics;math;trees,1843,C
800,Long Long,greedy;math;two pointers,1843,B
800,Sasha and Array Coloring,greedy;sortings;two pointers,1843,A
3500,Tenzing and Necklace,divide and conquer;dp;greedy,1842,I
3000,Tenzing and Random Real Numbers,bitmasks;dp;graphs;math;probabilities,1842,H
2800,Tenzing and Random Operations,combinatorics;dp;math;probabilities,1842,G
2500,Tenzing and Tree,dfs and similar;greedy;shortest paths;sortings;trees,1842,F
2300,Tenzing and Triangle,data structures;dp;geometry;greedy;math,1842,E
1900,Tenzing and His Animal Friends ,constructive algorithms;graphs;greedy,1842,D
1500,Tenzing and Balls,dp,1842,C
1100,Tenzing and Books,bitmasks;greedy;math,1842,B
800,Tenzing and Tsondu,games;math,1842,A
2700,Monocarp and a Strategic Game,geometry;sortings;two pointers,1841,F
2200,Fill the Matrix,data structures;greedy;math,1841,E
2000,Pairs of Segments,data structures;greedy;sortings;two pointers,1841,D
1800,Ranom Numbers,brute force;dp;greedy;math;strings,1841,C
1000,Keep it Beautiful,implementation,1841,B
800,Game with Board,constructive algorithms;games,1841,A
2500,In Search of Truth (Hard Version),constructive algorithms;interactive;math;meet-in-the-middle;probabilities,1840,G2
2200,In Search of Truth (Easy Version),constructive algorithms;interactive;math;meet-in-the-middle;probabilities,1840,G1
2200,Railguns,brute force;dfs and similar;dp;graphs,1840,F
1600,Character Blocking,data structures;hashing;implementation,1840,E
